날짜,총지수,단독주택,연립주택,아파트,아파트(서울),총지수(서울),구분
1986-01-01,34.656,61.347,43.053000000000004,20.973000000000003,17.153,30.044,주택매매가격지수
1986-02-01,34.656,61.347,42.925,20.973000000000003,17.183,30.044,주택매매가격지수
1986-03-01,34.708,61.513000000000005,42.733000000000004,20.935,17.153,30.002,주택매매가격지수
1986-04-01,34.449,61.097,42.733000000000004,20.819000000000003,17.034000000000002,29.837,주택매매가격지수
1986-05-01,34.293,60.848,41.836999999999996,20.664,16.945,29.588,주택매매가격지수
1986-06-01,34.137,60.681999999999995,41.708999999999996,20.548000000000002,16.766,29.381,주택매매가격지수
1986-07-01,34.034,60.599,41.581,20.432000000000002,16.707,29.298000000000002,주택매매가격지수
1986-08-01,34.034,60.599,41.581,20.394000000000002,16.707,29.298000000000002,주택매매가격지수
1986-09-01,34.034,60.599,41.581,20.432000000000002,16.737000000000002,29.298000000000002,주택매매가격지수
1986-10-01,34.034,60.599,41.39,20.432000000000002,16.677,29.174,주택매매가격지수
1986-11-01,33.826,60.431999999999995,41.13399999999999,20.239,16.499000000000002,28.925,주택매매가격지수
1986-12-01,33.722,60.266000000000005,40.942,20.085,16.291,28.718000000000004,주택매매가격지수
1987-01-01,33.67,60.349,40.43,20.046,16.291,28.718000000000004,주택매매가격지수
1987-02-01,33.618,60.349,40.174,19.969,16.230999999999998,28.635,주택매매가격지수
1987-03-01,33.567,60.266000000000005,40.174,19.969,16.142,28.469,주택매매가격지수
1987-04-01,33.618,60.349,40.174,19.969,16.023,28.386,주택매매가격지수
1987-05-01,33.618,60.349,39.918,20.008,16.023,28.345,주택매매가격지수
1987-06-01,33.618,60.431999999999995,39.726,20.008,15.964,28.179000000000002,주택매매가격지수
1987-07-01,33.67,60.431999999999995,39.854,20.085,15.964,28.138,주택매매가격지수
1987-08-01,33.826,60.681999999999995,39.982,20.201,16.112000000000002,28.179000000000002,주택매매가격지수
1987-09-01,35.123000000000005,62.677,41.326,21.05,16.588,28.884,주택매매가격지수
1987-10-01,35.641999999999996,63.591,41.965,21.553,16.826,29.131999999999998,주택매매가격지수
1987-11-01,36.056999999999995,64.339,42.285,21.9,17.034000000000002,29.256,주택매매가격지수
1987-12-01,36.109,64.422,41.965,21.976999999999997,17.064,29.298000000000002,주택매매가격지수
1988-01-01,36.576,65.171,42.285,22.441,17.391,29.505,주택매매가격지수
1988-02-01,37.458,66.334,43.373000000000005,23.175,18.045,30.291999999999998,주택매매가격지수
1988-03-01,38.391,67.914,44.843999999999994,23.87,18.461,30.914,주택매매가격지수
1988-04-01,39.17,69.244,45.483999999999995,24.372,18.847,31.494,주택매매가격지수
1988-05-01,39.533,69.493,45.868,24.874000000000002,19.055999999999997,31.535999999999998,주택매매가격지수
1988-06-01,39.844,69.992,46.187,25.145,19.145,31.535999999999998,주택매매가격지수
1988-07-01,40.259,70.241,46.891000000000005,25.801,19.799,31.826,주택매매가격지수
1988-08-01,41.245,71.571,48.043,26.728,20.511999999999997,32.489000000000004,주택매매가격지수
1988-09-01,41.141000000000005,71.571,48.17,26.535,20.274,32.323,주택매매가격지수
1988-10-01,41.089,71.488,48.426,26.458000000000002,20.125999999999998,32.24,주택매매가격지수
1988-11-01,40.778,71.07300000000001,47.851000000000006,26.11,19.799,31.826,주택매매가격지수
1988-12-01,40.882,70.98899999999999,47.851000000000006,26.381,20.215,31.95,주택매매가격지수
1989-01-01,41.349,71.23899999999999,48.361999999999995,27.076,20.988000000000003,32.446999999999996,주택매매가격지수
1989-02-01,42.646,72.818,50.026,28.505,22.385,33.939,주택매매가격지수
1989-03-01,43.839,74.564,51.945,29.548000000000002,23.217,35.265,주택매매가격지수
1989-04-01,45.655,76.725,54.184,31.363000000000003,24.793000000000003,37.006,주택매매가격지수
1989-05-01,46.018,77.39,55.143,31.671999999999997,24.525,37.047,주택매매가격지수
1989-06-01,46.122,77.556,55.463,31.555999999999997,24.02,36.757,주택매매가격지수
1989-07-01,46.018,77.806,55.271,31.247,23.634,36.591,주택매매가격지수
1989-08-01,46.018,77.723,55.655,31.209,23.634,36.633,주택매매가격지수
1989-09-01,46.122,78.138,55.591,31.17,23.544,36.757,주택매매가격지수
1989-10-01,46.381,78.388,55.975,31.44,23.901,37.006,주택매매가격지수
1989-11-01,46.64,78.803,56.295,31.595,24.02,37.254,주택매매가격지수
1989-12-01,46.848,79.219,56.486999999999995,31.711,24.02,37.254,주택매매가격지수
1990-01-01,47.263000000000005,79.884,57.19,32.174,24.615,37.876,주택매매가격지수
1990-02-01,49.598,83.541,60.453,33.758,26.101,40.114000000000004,주택매매가격지수
1990-03-01,50.739,84.788,62.43600000000001,34.917,27.171,40.983999999999995,주택매매가격지수
1990-04-01,52.347,86.7,64.995,36.577,29.074,42.849,주택매매가격지수
1990-05-01,52.918,87.199,65.571,37.234,29.46,43.097,주택매매가격지수
1990-06-01,53.074,87.28200000000001,65.955,37.62,29.698,43.18,주택매매가격지수
1990-07-01,53.229,87.531,66.01899999999999,37.852,29.906,43.387,주택매매가격지수
1990-08-01,53.644,87.698,66.46600000000001,38.47,30.381999999999998,43.76,주택매매가격지수
1990-09-01,55.045,89.52600000000001,68.002,39.783,31.511,45.086000000000006,주택매매가격지수
1990-10-01,55.771,90.441,69.025,40.71,32.195,45.708,주택매매가격지수
1990-11-01,56.498000000000005,90.94,69.665,41.676,33.086999999999996,46.247,주택매매가격지수
1990-12-01,56.705,91.10600000000001,69.985,41.946000000000005,33.056999999999995,46.288000000000004,주택매매가격지수
1991-01-01,57.016999999999996,91.522,70.433,42.41,33.563,46.661,주택매매가격지수
1991-02-01,57.743,92.02,71.456,43.105,34.306,47.24100000000001,주택매매가격지수
1991-03-01,58.677,93.184,72.48,44.108999999999995,35.525,48.277,주택매매가격지수
1991-04-01,59.974,94.59700000000001,74.46300000000001,45.5,36.625,49.438,주택매매가격지수
1991-05-01,59.922,94.76299999999999,74.335,45.422,36.208,49.106,주택매매가격지수
1991-06-01,59.662,94.59700000000001,73.82300000000001,44.958999999999996,35.554,48.608999999999995,주택매매가격지수
1991-07-01,59.403,94.348,73.567,44.65,35.406,48.526,주택매매가격지수
1991-08-01,59.144,94.182,73.375,44.341,35.198,48.318999999999996,주택매매가격지수
1991-09-01,58.93600000000001,94.098,73.183,43.955,34.722,48.111999999999995,주택매매가격지수
1991-10-01,58.521,93.68299999999999,72.736,43.413999999999994,34.157,47.656000000000006,주택매매가격지수
1991-11-01,57.328,92.436,71.072,42.178000000000004,32.671,46.288000000000004,주택매매가격지수
1991-12-01,56.394,91.43799999999999,69.729,41.174,31.570999999999998,45.294,주택매매가격지수
1992-01-01,56.135,91.023,69.473,40.942,31.511,45.128,주택매매가격지수
1992-02-01,56.031000000000006,90.85700000000001,69.281,40.865,31.451999999999998,45.086000000000006,주택매매가격지수
1992-03-01,55.875,90.60700000000001,68.89699999999999,40.71,31.451999999999998,44.92100000000001,주택매매가격지수
1992-04-01,55.56399999999999,90.35799999999999,68.577,40.44,31.214000000000002,44.672,주택매매가격지수
1992-05-01,54.941,89.52600000000001,67.74600000000001,39.899,30.500999999999998,43.843,주택매매가격지수
1992-06-01,54.318999999999996,88.77799999999999,66.85,39.243,29.816999999999997,43.18,주택매매가격지수
1992-07-01,53.903999999999996,88.113,66.083,38.972,29.668000000000003,42.766000000000005,주택매매가격지수
1992-08-01,53.956,87.86399999999999,66.146,39.243,30.293000000000003,43.013999999999996,주택매매가격지수
1992-09-01,54.371,88.196,66.786,39.745,30.916999999999998,43.677,주택매매가격지수
1992-10-01,54.266999999999996,88.03,66.722,39.667,30.739,43.47,주택매매가격지수
1992-11-01,53.956,87.615,66.274,39.436,30.53,43.18,주택매매가격지수
1992-12-01,53.592,87.03299999999999,65.763,39.126999999999995,30.203000000000003,42.849,주택매매가격지수
1993-01-01,53.489,86.78299999999999,65.635,39.088,30.322,42.849,주택매매가격지수
1993-02-01,53.696000000000005,86.866,65.955,39.397,30.798000000000002,43.097,주택매매가격지수
1993-03-01,53.696000000000005,86.866,66.01899999999999,39.436,30.709,43.013999999999996,주택매매가격지수
1993-04-01,53.489,86.53399999999999,65.763,39.204,30.441,42.766000000000005,주택매매가격지수
1993-05-01,53.177,86.118,65.37899999999999,38.972,30.144000000000002,42.476000000000006,주택매매가격지수
1993-06-01,52.86600000000001,85.70299999999999,65.123,38.663000000000004,29.787,42.103,주택매매가격지수
1993-07-01,52.607,85.287,64.803,38.47,29.698,41.937,주택매매가격지수
1993-08-01,52.451,85.038,64.611,38.354,29.639,41.854,주택매매가격지수
1993-09-01,52.347,84.788,64.483,38.277,29.549,41.771,주택매매가격지수
1993-10-01,52.295,84.705,64.419,38.238,29.49,41.688,주택매매가격지수
1993-11-01,52.14,84.456,64.227,38.2,29.46,41.56399999999999,주택매매가격지수
1993-12-01,52.036,84.29,64.163,38.084,29.371,41.481,주택매매가격지수
1994-01-01,52.036,84.206,64.09899999999999,38.122,29.430999999999997,41.523,주택매매가격지수
1994-02-01,52.088,84.12299999999999,64.163,38.238,29.609,41.688,주택매매가격지수
1994-03-01,52.088,84.12299999999999,64.163,38.277,29.639,41.606,주택매매가격지수
1994-04-01,52.036,84.04,64.09899999999999,38.238,29.609,41.56399999999999,주택매매가격지수
1994-05-01,51.983999999999995,83.95700000000001,64.09899999999999,38.2,29.549,41.523,주택매매가격지수
1994-06-01,51.931999999999995,83.874,64.035,38.2,29.52,41.523,주택매매가격지수
1994-07-01,51.88,83.791,64.035,38.161,29.52,41.523,주택매매가격지수
1994-08-01,51.931999999999995,83.791,63.971000000000004,38.2,29.549,41.56399999999999,주택매매가격지수
1994-09-01,52.036,83.791,64.163,38.354,29.728,41.688,주택매매가격지수
1994-10-01,52.036,83.791,64.163,38.431,29.728,41.688,주택매매가격지수
1994-11-01,51.983999999999995,83.791,64.09899999999999,38.354,29.728,41.688,주택매매가격지수
1994-12-01,51.983999999999995,83.708,64.09899999999999,38.354,29.728,41.688,주택매매가격지수
1995-01-01,51.931999999999995,83.541,64.035,38.354,29.728,41.606,주택매매가격지수
1995-02-01,51.931999999999995,83.541,64.035,38.431,29.758000000000003,41.688,주택매매가격지수
1995-03-01,51.983999999999995,83.541,64.035,38.509,29.816999999999997,41.73,주택매매가격지수
1995-04-01,51.983999999999995,83.458,64.035,38.586,29.936,41.73,주택매매가격지수
1995-05-01,51.931999999999995,83.375,64.035,38.547,29.816999999999997,41.606,주택매매가격지수
1995-06-01,51.931999999999995,83.292,64.035,38.547,29.816999999999997,41.606,주택매매가격지수
1995-07-01,51.88,83.209,63.971000000000004,38.509,29.787,41.56399999999999,주택매매가격지수
1995-08-01,51.88,83.126,63.971000000000004,38.547,29.906,41.56399999999999,주택매매가격지수
1995-09-01,51.931999999999995,83.126,64.035,38.663000000000004,29.936,41.606,주택매매가격지수
1995-10-01,51.931999999999995,83.209,64.09899999999999,38.663000000000004,29.816999999999997,41.56399999999999,주택매매가격지수
1995-11-01,51.88,83.126,64.035,38.625,29.758000000000003,41.481,주택매매가격지수
1995-12-01,51.88,83.126,63.971000000000004,38.625,29.728,41.44,주택매매가격지수
1996-01-01,51.931999999999995,83.126,63.971000000000004,38.74,29.816999999999997,41.481,주택매매가격지수
1996-02-01,52.036,83.209,64.035,38.895,29.875999999999998,41.523,주택매매가격지수
1996-03-01,52.192,83.209,64.163,39.088,29.906,41.56399999999999,주택매매가격지수
1996-04-01,52.244,83.209,64.09899999999999,39.126999999999995,29.906,41.56399999999999,주택매매가격지수
1996-05-01,52.244,83.209,64.163,39.126999999999995,29.875999999999998,41.56399999999999,주택매매가격지수
1996-06-01,52.192,83.126,63.971000000000004,39.088,29.875999999999998,41.523,주택매매가격지수
1996-07-01,52.192,83.126,64.163,39.088,29.906,41.523,주택매매가격지수
1996-08-01,52.244,83.04299999999999,64.227,39.204,30.055,41.606,주택매매가격지수
1996-09-01,52.451,83.126,64.355,39.513000000000005,30.441,41.854,주택매매가격지수
1996-10-01,52.555,83.209,64.355,39.667,30.500999999999998,41.854,주택매매가격지수
1996-11-01,52.607,83.126,64.291,39.783,30.649,41.937,주택매매가격지수
1996-12-01,52.659,82.96,64.291,39.976,30.976,42.06100000000001,주택매매가격지수
1997-01-01,53.229,83.126,64.547,40.788000000000004,31.956999999999997,42.683,주택매매가격지수
1997-02-01,53.696000000000005,83.292,64.803,41.521,32.552,43.056000000000004,주택매매가격지수
1997-03-01,53.903999999999996,83.458,65.059,41.753,32.463,43.056000000000004,주택매매가격지수
1997-04-01,53.956,83.458,65.123,41.792,32.403,43.013999999999996,주택매매가격지수
1997-05-01,53.903999999999996,83.375,64.995,41.792,32.314,42.973,주택매매가격지수
1997-06-01,53.903999999999996,83.292,64.995,41.753,32.314,42.973,주택매매가격지수
1997-07-01,53.852,83.126,64.995,41.792,32.314,42.931999999999995,주택매매가격지수
1997-08-01,53.903999999999996,83.04299999999999,65.059,41.946000000000005,32.492,43.013999999999996,주택매매가격지수
1997-09-01,54.059,83.04299999999999,65.123,42.178000000000004,32.879,43.222,주택매매가격지수
1997-10-01,54.059,82.96,65.251,42.217,32.879,43.263000000000005,주택매매가격지수
1997-11-01,53.956,82.79299999999999,65.059,42.101000000000006,32.73,43.138999999999996,주택매매가격지수
1997-12-01,53.696000000000005,82.461,64.675,41.869,32.582,42.89,주택매매가격지수
1998-01-01,53.281000000000006,82.045,64.291,41.483000000000004,32.135999999999996,42.434,주택매매가격지수
1998-02-01,52.607,81.38,63.652,40.672,31.421999999999997,41.854,주택매매가격지수
1998-03-01,51.153999999999996,79.385,61.79600000000001,39.513000000000005,30.233,40.445,주택매매가격지수
1998-04-01,49.701,77.473,59.813,38.277,28.805999999999997,38.58,주택매매가격지수
1998-05-01,48.508,75.977,58.47,37.118,27.736,37.71,주택매매가격지수
1998-06-01,47.782,74.813,57.702,36.577,27.26,37.13,주택매매가격지수
1998-07-01,47.574,74.314,57.51,36.461999999999996,27.498,37.254,주택매매가격지수
1998-08-01,47.626000000000005,74.23100000000001,57.51,36.616,27.885,37.503,주택매매가격지수
1998-09-01,47.419,74.148,57.51,36.306999999999995,27.647,37.42,주택매매가격지수
1998-10-01,47.055,73.649,57.254,35.998000000000005,27.141,36.964,주택매매가격지수
1998-11-01,46.9,73.4,56.998999999999995,35.844,26.904,36.716,주택매매가격지수
1998-12-01,47.055,73.234,57.063,36.191,27.825,37.213,주택매매가격지수
1999-01-01,47.626000000000005,73.317,57.063,37.001999999999995,28.686999999999998,37.793,주택매매가격지수
1999-02-01,47.73,73.15100000000001,56.806999999999995,37.311,28.805999999999997,37.793,주택매매가격지수
1999-03-01,47.886,73.15100000000001,56.678999999999995,37.62,29.014,37.876,주택매매가격지수
1999-04-01,47.937,72.90100000000001,56.423,37.775,29.163,37.793,주택매매가격지수
1999-05-01,48.041000000000004,72.735,56.358999999999995,37.968,29.401,37.917,주택매매가격지수
1999-06-01,48.041000000000004,72.486,56.103,38.2,29.609,38.042,주택매매가격지수
1999-07-01,48.196999999999996,72.403,56.038999999999994,38.431,30.085,38.29,주택매매가격지수
1999-08-01,48.508,72.486,56.295,38.895,30.768,38.829,주택매매가격지수
1999-09-01,48.871,72.652,56.551,39.358000000000004,31.333000000000002,39.243,주택매매가격지수
1999-10-01,48.923,72.569,56.358999999999995,39.436,31.303,39.285,주택매매가격지수
1999-11-01,48.768,72.319,56.231,39.32,31.155,39.202,주택매매가격지수
1999-12-01,48.663999999999994,72.153,55.975,39.281,31.303,39.285,주택매매가격지수
2000-01-01,48.818999999999996,72.153,56.103,39.474000000000004,31.66,39.451,주택매매가격지수
2000-02-01,49.027,72.236,56.231,39.783,32.135999999999996,39.782,주택매매가격지수
2000-03-01,49.233999999999995,72.319,56.615,40.015,32.433,40.114000000000004,주택매매가격지수
2000-04-01,49.286,72.236,56.678999999999995,40.092,32.433,40.238,주택매매가격지수
2000-05-01,49.233999999999995,72.153,56.615,40.015,32.403,40.238,주택매매가격지수
2000-06-01,49.07899999999999,71.904,56.486999999999995,39.938,32.403,40.238,주택매매가격지수
2000-07-01,49.07899999999999,71.821,56.423,39.976,32.701,40.404,주택매매가격지수
2000-08-01,49.183,71.821,56.615,40.054,32.879,40.57,주택매매가격지수
2000-09-01,49.286,71.738,56.806999999999995,40.247,33.086999999999996,40.818000000000005,주택매매가격지수
2000-10-01,49.338,71.738,56.935,40.324,33.265,40.942,주택매매가격지수
2000-11-01,49.183,71.488,56.678999999999995,40.17,32.998000000000005,40.777,주택매매가격지수
2000-12-01,48.871,71.156,56.423,39.821999999999996,32.611,40.486999999999995,주택매매가격지수
2001-01-01,48.818999999999996,70.906,56.231,39.861,32.641,40.445,주택매매가격지수
2001-02-01,48.975,70.82300000000001,56.551,40.092,33.028,40.694,주택매매가격지수
2001-03-01,49.286,70.98899999999999,56.871,40.44,33.325,40.942,주택매매가격지수
2001-04-01,49.598,71.156,57.126999999999995,40.826,33.681999999999995,41.233000000000004,주택매매가격지수
2001-05-01,49.961000000000006,71.405,57.51,41.251000000000005,34.187,41.688,주택매매가격지수
2001-06-01,50.376000000000005,71.488,57.766000000000005,41.792,34.93,42.227,주택매매가격지수
2001-07-01,50.998000000000005,71.738,58.214,42.56399999999999,35.911,42.931999999999995,주택매매가격지수
2001-08-01,51.983999999999995,72.486,59.11,43.684,37.279,44.05,주택매매가격지수
2001-09-01,52.81399999999999,73.068,60.325,44.573,37.933,44.879,주택매매가격지수
2001-10-01,53.074,73.15100000000001,60.516999999999996,44.843,37.992,44.961999999999996,주택매매가격지수
2001-11-01,53.281000000000006,73.317,60.773,45.075,38.080999999999996,45.086000000000006,주택매매가격지수
2001-12-01,53.696000000000005,73.483,60.901,45.61600000000001,38.914,45.708,주택매매가격지수
2002-01-01,55.097,73.982,61.605,47.47,41.441,47.407,주택매매가격지수
2002-02-01,56.498000000000005,74.813,63.076,49.13,43.254,48.982,주택매매가격지수
2002-03-01,57.795,75.561,64.163,50.637,44.77,50.308,주택매매가격지수
2002-04-01,58.365,76.393,64.995,51.1,45.18600000000001,50.928999999999995,주택매매가격지수
2002-05-01,58.729,76.891,65.443,51.332,45.424,51.385,주택매매가격지수
2002-06-01,58.988,77.22399999999999,65.507,51.641000000000005,45.781000000000006,51.675,주택매매가격지수
2002-07-01,59.559,77.556,65.763,52.375,46.97,52.711000000000006,주택매매가격지수
2002-08-01,60.596000000000004,78.055,66.594,53.611000000000004,48.754,54.07899999999999,주택매매가격지수
2002-09-01,62.049,78.88600000000001,67.426,55.465,51.132,55.861000000000004,주택매매가격지수
2002-10-01,62.36,79.30199999999999,67.426,55.773999999999994,51.162,56.068000000000005,주택매매가격지수
2002-11-01,62.412,79.385,67.618,55.773999999999994,50.864,55.943999999999996,주택매매가격지수
2002-12-01,62.516000000000005,79.219,67.426,56.006,50.894,55.985,주택매매가격지수
2003-01-01,62.464,79.30199999999999,67.426,55.928000000000004,50.062,55.571000000000005,주택매매가격지수
2003-02-01,62.775,79.551,67.682,56.315,50.21,55.778,주택매매가격지수
2003-03-01,63.242,80.05,68.258,56.739,50.508,56.151,주택매매가격지수
2003-04-01,63.813,80.3,68.961,57.396,51.458999999999996,56.897,주택매매가격지수
2003-05-01,64.85,80.715,69.40899999999999,58.708999999999996,52.766999999999996,57.808,주택매매가격지수
2003-06-01,65.317,80.798,69.857,59.405,53.242,58.181000000000004,주택매매가격지수
2003-07-01,65.46300000000001,80.795,70.05199999999999,59.633,53.581,58.494,주택매매가격지수
2003-08-01,65.678,80.822,70.13,59.998000000000005,54.22,58.894,주택매매가격지수
2003-09-01,66.232,81.045,70.487,60.81399999999999,55.566,59.775,주택매매가격지수
2003-10-01,66.893,81.048,70.48899999999999,61.845,56.951,60.672,주택매매가격지수
2003-11-01,66.655,80.615,69.824,61.763000000000005,56.531000000000006,60.282,주택매매가격지수
2003-12-01,66.10300000000001,79.817,68.964,61.363,56.076,59.863,주택매매가격지수
2004-01-01,65.833,79.208,68.53399999999999,61.24,55.91,59.738,주택매매가격지수
2004-02-01,65.967,79.26,68.47,61.456,56.288999999999994,60.034,주택매매가격지수
2004-03-01,66.101,79.19,68.497,61.698,56.603,60.339,주택매매가격지수
2004-04-01,66.211,79.082,68.343,61.942,57.019,60.578,주택매매가격지수
2004-05-01,66.20100000000001,78.95100000000001,68.18,62.011,57.11,60.623999999999995,주택매매가격지수
2004-06-01,66.031,78.631,67.748,61.949,56.979,60.476000000000006,주택매매가격지수
2004-07-01,65.855,78.402,67.331,61.836999999999996,56.763999999999996,60.288999999999994,주택매매가격지수
2004-08-01,65.593,78.043,66.895,61.647,56.422,59.977,주택매매가격지수
2004-09-01,65.455,77.861,66.57300000000001,61.556000000000004,56.239,59.776,주택매매가격지수
2004-10-01,65.296,77.60600000000001,66.181,61.474,56.011,59.534,주택매매가격지수
2004-11-01,65.008,77.251,65.704,61.236000000000004,55.722,59.282,주택매매가격지수
2004-12-01,64.737,76.979,65.192,61.007,55.505,59.023,주택매매가격지수
2005-01-01,64.559,76.789,64.922,60.843,55.335,58.854,주택매매가격지수
2005-02-01,64.765,76.732,64.941,61.173,55.913999999999994,59.214,주택매매가격지수
2005-03-01,65.013,76.788,64.973,61.527,56.196000000000005,59.418,주택매매가격지수
2005-04-01,65.387,76.987,65.078,62.012,56.851000000000006,59.833,주택매매가격지수
2005-05-01,65.742,77.13,65.079,62.505,57.403999999999996,60.205,주택매매가격지수
2005-06-01,66.278,77.29,65.18,63.261,58.669,61.04,주택매매가격지수
2005-07-01,66.827,77.57,65.472,63.95399999999999,59.803000000000004,61.876999999999995,주택매매가격지수
2005-08-01,67.07,77.72800000000001,65.62899999999999,64.244,60.07,62.14,주택매매가격지수
2005-09-01,67.23100000000001,77.923,65.801,64.387,60.174,62.381,주택매매가격지수
2005-10-01,67.21,77.831,65.808,64.385,60.068000000000005,62.38,주택매매가격지수
2005-11-01,67.206,77.74,65.806,64.417,60.214,62.496,주택매매가격지수
2005-12-01,67.336,77.82,65.873,64.578,60.544,62.755,주택매매가격지수
2006-01-01,67.559,77.884,66.00399999999999,64.872,61.107,63.147,주택매매가격지수
2006-02-01,67.865,77.957,66.205,65.27600000000001,61.791000000000004,63.637,주택매매가격지수
2006-03-01,68.3,78.176,66.555,65.808,62.882,64.399,주택매매가격지수
2006-04-01,68.904,78.563,67.06,66.508,64.303,65.39699999999999,주택매매가격지수
2006-05-01,69.608,79.03699999999999,67.582,67.335,65.592,66.355,주택매매가격지수
2006-06-01,69.94,79.233,68.069,67.682,66.01,66.821,주택매매가격지수
2006-07-01,70.09,79.373,68.331,67.81,66.187,67.047,주택매매가격지수
2006-08-01,70.26,79.491,68.735,67.95,66.35600000000001,67.297,주택매매가격지수
2006-09-01,70.59899999999999,79.69800000000001,69.49,68.25,66.764,67.816,주택매매가격지수
2006-10-01,71.54899999999999,80.219,70.742,69.288,68.237,69.14,주택매매가격지수
2006-11-01,73.77,81.132,73.054,71.946,72.485,72.45,주택매매가격지수
2006-12-01,75.145,81.803,74.983,73.457,75.143,74.597,주택매매가격지수
2007-01-01,75.80199999999999,82.11,75.82300000000001,74.199,76.469,75.734,주택매매가격지수
2007-02-01,76.077,82.322,76.495,74.421,76.705,76.04899999999999,주택매매가격지수
2007-03-01,76.217,82.48100000000001,76.919,74.48899999999999,76.829,76.32,주택매매가격지수
2007-04-01,76.316,82.634,77.417,74.485,76.82300000000001,76.494,주택매매가격지수
2007-05-01,76.342,82.744,77.813,74.406,76.668,76.55199999999999,주택매매가격지수
2007-06-01,76.445,82.906,78.203,74.431,76.709,76.76,주택매매가격지수
2007-07-01,76.64399999999999,83.11399999999999,78.74600000000001,74.554,76.941,77.146,주택매매가격지수
2007-08-01,76.789,83.23899999999999,79.118,74.655,77.102,77.383,주택매매가격지수
2007-09-01,76.991,83.45200000000001,79.733,74.767,77.271,77.707,주택매매가격지수
2007-10-01,77.188,83.67399999999999,80.26899999999999,74.88600000000001,77.471,78.02,주택매매가격지수
2007-11-01,77.398,83.963,80.78,75.002,77.715,78.388,주택매매가격지수
2007-12-01,77.507,84.104,81.218,75.032,77.82300000000001,78.638,주택매매가격지수
2008-01-01,77.72,84.26799999999999,81.842,75.161,78.199,79.187,주택매매가격지수
2008-02-01,77.958,84.46600000000001,82.432,75.331,78.62,79.71600000000001,주택매매가격지수
2008-03-01,78.553,84.916,83.72399999999999,75.793,79.708,80.87100000000001,주택매매가격지수
2008-04-01,79.24,85.287,84.59299999999999,76.529,81.282,82.20100000000001,주택매매가격지수
2008-05-01,79.721,85.569,85.507,76.975,81.96799999999999,82.905,주택매매가격지수
2008-06-01,80.204,85.941,86.469,77.395,82.38799999999999,83.476,주택매매가격지수
2008-07-01,80.517,86.12899999999999,87.243,77.639,82.589,83.79799999999999,주택매매가격지수
2008-08-01,80.67699999999999,86.209,87.818,77.732,82.58200000000001,83.973,주택매매가격지수
2008-09-01,80.863,86.33200000000001,88.179,77.89699999999999,82.596,84.137,주택매매가격지수
2008-10-01,80.82,86.3,88.281,77.844,82.346,84.044,주택매매가격지수
2008-11-01,80.49600000000001,86.134,88.152,77.431,81.65100000000001,83.611,주택매매가격지수
2008-12-01,79.914,85.79700000000001,87.61399999999999,76.758,80.314,82.59700000000001,주택매매가격지수
2009-01-01,79.471,85.59,87.16799999999999,76.244,79.578,82.04299999999999,주택매매가격지수
2009-02-01,79.27199999999999,85.51,86.949,76.013,79.444,81.939,주택매매가격지수
2009-03-01,79.134,85.46600000000001,86.867,75.832,79.243,81.777,주택매매가격지수
2009-04-01,79.181,85.53200000000001,86.915,75.868,79.521,81.994,주택매매가격지수
2009-05-01,79.266,85.542,87.001,75.976,79.658,82.069,주택매매가격지수
2009-06-01,79.42,85.611,87.15899999999999,76.149,80.055,82.38,주택매매가격지수
2009-07-01,79.63600000000001,85.708,87.345,76.406,80.759,82.916,주택매매가격지수
2009-08-01,79.888,85.876,87.743,76.649,81.172,83.361,주택매매가격지수
